CustomerID,Gender,Age,AgeGroup,Country,City,MembershipType,JoinDate
5298,Female,41,35-44,Brazil,Sao Paulo,Silver,2022-03-23
5299,Male,84,65+,Germany,Hamburg,Silver,2025-04-25
5300,Male,58,55-64,Canada,Toronto,Gold,2022-12-29
5301,Female,35,35-44,United Kingdom,Birmingham,Gold,2025-08-27
5302,Male,74,65+,United States,Phoenix,Silver,2022-10-17
5303,Female,42,35-44,France,Toulouse,Platinum,2022-05-03
5304,Male,36,35-44,Australia,Adelaide,None,2025-05-25
5305,Female,16,Under 18,South Africa,Johannesburg,Silver,2022-06-01
5306,Male,25,25-34,India,Bangalore,Platinum,2025-09-27
5307,Female,45,45-54,Kenya,Nairobi,Platinum,2022-10-24
5308,Male,55,55-64,United States,Boston,None,2024-09-16
5309,Male,28,25-34,India,Chennai,Silver,2023-04-29
5310,Female,46,45-54,China,Shanghai,None,2025-06-02
5311,Male,43,35-44,France,Nice,None,2023-01-23
5312,Male,53,45-54,France,Lyon,Silver,2023-12-01
5313,Male,78,65+,United States,Boston,Platinum,2024-08-01
5314,Male,47,45-54,United Kingdom,Leeds,Gold,2022-07-17
5315,Female,65,65+,France,Toulouse,None,2023-07-29
5316,Male,57,55-64,Canada,Calgary,None,2024-12-15
5317,Male,73,65+,Mexico,Mexico City,Silver,2025-12-25
5318,Female,81,65+,Japan,Tokyo,None,2025-07-14
5319,Male,70,65+,Australia,Perth,Silver,2025-11-28
5320,Male,30,25-34,France,Toulouse,None,2025-06-18
5321,Female,33,25-34,France,Toulouse,None,2024-12-04
5322,Female,32,25-34,France,Toulouse,None,2022-10-27
5323,Male,68,65+,India,Chennai,None,2022-09-12
5324,Female,84,65+,Australia,Sydney,Gold,2025-11-03
5325,Female,19,18-24,United States,Los Angeles,Gold,2022-06-27
5326,Male,83,65+,Egypt,Cairo,None,2023-10-08
5327,Male,60,55-64,United States,Chicago,None,2022-09-15
5328,Female,47,45-54,United States,Phoenix,Silver,2023-12-23
5329,Male,68,65+,Netherlands,The Hague,None,2023-04-28
5330,Female,49,45-54,Australia,Brisbane,Silver,2023-12-25
5331,Male,40,35-44,China,Shanghai,Silver,2025-05-26
5332,Female,55,55-64,United Kingdom,Birmingham,Silver,2022-11-25
5333,Female,48,45-54,Canada,Montreal,Platinum,2025-11-01
5334,Female,54,45-54,India,Hyderabad,Silver,2023-12-19
5335,Male,72,65+,Australia,Melbourne,Platinum,2023-06-15
5336,Female,66,65+,Italy,Rome,None,2024-04-26
5337,Male,69,65+,India,Bangalore,Gold,2025-03-17
5338,Male,52,45-54,Australia,Perth,None,2025-09-28
5339,Female,84,65+,Brazil,Rio de Janeiro,None,2022-11-12
5340,Female,66,65+,Australia,Adelaide,None,2025-11-03
5341,Male,37,35-44,United Kingdom,Manchester,None,2024-08-22
5342,Female,68,65+,United States,Houston,Silver,2022-11-23
5343,Female,41,35-44,United Kingdom,Edinburgh,Silver,2022-05-29
5344,Female,39,35-44,France,Toulouse,Silver,2022-07-22
5345,Male,47,45-54,Russia,Novosibirsk,Platinum,2022-05-07
5346,Female,63,55-64,Nigeria,Ibadan,Silver,2022-11-04
5347,Male,35,35-44,France,Lyon,None,2025-02-14
5348,Female,53,45-54,United States,Chicago,Silver,2023-03-26
5349,Male,73,65+,India,Delhi,Gold,2023-05-16
5350,Male,81,65+,Australia,Brisbane,None,2024-02-29
5351,Male,38,35-44,Nigeria,Abuja,Gold,2022-10-18
5352,Male,53,45-54,United Kingdom,London,None,2023-10-23
5353,Female,77,65+,Canada,Vancouver,Silver,2023-07-18
5354,Male,69,65+,Australia,Adelaide,None,2022-01-14
5355,Female,61,55-64,United Kingdom,Leeds,None,2025-04-27
5356,Male,23,18-24,Germany,Berlin,Silver,2022-03-13
5357,Female,72,65+,United States,Houston,None,2025-01-07
5358,Female,60,55-64,United States,Chicago,None,2024-12-02
5359,Male,50,45-54,United States,New York,None,2023-06-30
5360,Male,23,18-24,Australia,Brisbane,Gold,2025-04-17
5361,Male,64,55-64,United States,Houston,Silver,2024-02-23
5362,Female,62,55-64,United Kingdom,Birmingham,Gold,2025-02-23
5363,Female,33,25-34,India,Chennai,Silver,2025-03-08
5364,Female,38,35-44,Australia,Brisbane,None,2022-01-07
5365,Male,82,65+,Germany,Munich,Silver,2024-09-12
5366,Male,59,55-64,Nigeria,Ibadan,None,2023-11-07
5367,Female,52,45-54,United States,Los Angeles,Silver,2022-08-02
5368,Male,45,45-54,United States,Austin,Silver,2025-09-27
5369,Female,52,45-54,Canada,Calgary,Platinum,2023-05-02
5370,Male,72,65+,United States,Houston,Silver,2025-12-23
5371,Female,19,18-24,Canada,Vancouver,Gold,2024-03-11
5372,Male,24,18-24,Italy,Naples,None,2025-12-02
5373,Male,30,25-34,United States,New York,None,2024-08-27
5374,Other,32,25-34,United States,New York,None,2025-07-06
5375,Male,25,25-34,Spain,Valencia,Gold,2022-05-17
5376,Female,45,45-54,Germany,Cologne,None,2024-07-22
5377,Male,16,Under 18,Kenya,Mombasa,Platinum,2024-12-18
5378,Male,40,35-44,United States,Chicago,Gold,2025-07-02
5379,Female,17,Under 18,Japan,Kyoto,None,2025-12-06
5380,Female,22,18-24,Brazil,Brasilia,Gold,2025-08-22
5381,Female,61,55-64,South Africa,Johannesburg,Silver,2024-01-28
5382,Male,45,45-54,United States,Austin,Silver,2024-04-25
5383,Male,83,65+,Australia,Sydney,Gold,2025-12-23
5384,Male,55,55-64,United Kingdom,Glasgow,None,2022-07-16
5385,Male,42,35-44,Germany,Cologne,None,2023-10-23
5386,Male,66,65+,United States,Houston,None,2022-09-13
5387,Female,73,65+,Canada,Montreal,Silver,2024-04-03
5388,Female,29,25-34,United States,Houston,None,2024-09-28
5389,Female,53,45-54,United Kingdom,London,Gold,2022-02-14
5390,Male,35,35-44,Brazil,Sao Paulo,None,2024-07-18
5391,Female,84,65+,Canada,Vancouver,Silver,2025-07-13
5392,Female,46,45-54,Mexico,Guadalajara,Platinum,2023-09-03
5393,Male,21,18-24,United States,Boston,Platinum,2025-09-08
5394,Male,73,65+,India,Bangalore,Gold,2022-06-12
5395,Female,77,65+,United States,Seattle,Silver,2022-03-09
5396,Male,41,35-44,United States,Phoenix,None,2022-11-18
5397,Female,47,45-54,China,Shenzhen,Silver,2025-08-06
5398,Female,66,65+,United States,Chicago,None,2025-12-28
5399,Female,18,18-24,United Kingdom,Manchester,Gold,2022-10-07
5400,Male,76,65+,Netherlands,The Hague,None,2022-01-13
5401,Female,16,Under 18,United States,Phoenix,Gold,2024-10-04
5402,Female,28,25-34,Egypt,Cairo,None,2025-04-30
5403,Female,37,35-44,United States,Los Angeles,Silver,2023-07-27
5404,Male,60,55-64,United States,Houston,None,2024-06-15
5405,Female,70,65+,France,Marseille,Gold,2025-06-17
5406,Female,28,25-34,United States,Los Angeles,Gold,2022-03-02
5407,Male,38,35-44,India,Hyderabad,Silver,2025-07-07
5408,Female,71,65+,Italy,Naples,None,2023-09-13
5409,Male,38,35-44,United Kingdom,Glasgow,Silver,2025-09-13
5410,Male,40,35-44,Germany,Berlin,Gold,2025-04-05
5411,Female,45,45-54,United Kingdom,Glasgow,Gold,2022-07-28
5412,Male,58,55-64,India,Bangalore,Silver,2024-06-20
5413,Male,71,65+,Australia,Perth,None,2023-02-14
5414,Female,79,65+,Australia,Adelaide,Platinum,2025-09-14
5415,Female,73,65+,United States,Phoenix,Silver,2025-11-07
5416,Male,33,25-34,India,Bangalore,None,2025-11-06
5417,Male,41,35-44,Australia,Sydney,Platinum,2023-01-13
5418,Male,59,55-64,United Kingdom,Leeds,Platinum,2025-04-23
5419,Male,42,35-44,Canada,Ottawa,None,2022-06-06
5420,Female,53,45-54,United Kingdom,Edinburgh,None,2024-11-25
5421,Female,39,35-44,United States,Los Angeles,None,2022-06-12
5422,Female,61,55-64,United States,Austin,Silver,2022-06-08
5423,Female,58,55-64,United States,Houston,None,2025-10-03
5424,Male,23,18-24,United States,Los Angeles,Platinum,2025-01-23
5425,Male,84,65+,United States,Phoenix,None,2022-03-24
5426,Female,23,18-24,Nigeria,Abuja,Platinum,2024-07-19
5427,Female,43,35-44,United States,Houston,Gold,2025-02-10
5428,Male,74,65+,United Kingdom,Birmingham,Platinum,2023-07-08
5429,Female,17,Under 18,France,Toulouse,None,2025-03-22
5430,Female,35,35-44,India,Mumbai,None,2025-02-24
5431,Female,64,55-64,United States,Houston,Platinum,2023-04-28
5432,Male,62,55-64,Spain,Barcelona,None,2023-10-11
5433,Other,77,65+,United States,Seattle,None,2023-04-16
5434,Male,63,55-64,Australia,Perth,None,2024-10-23
5435,Female,56,55-64,Brazil,Salvador,Silver,2025-04-23
5436,Male,28,25-34,Canada,Ottawa,Gold,2024-11-02
5437,Female,76,65+,Ireland,Galway,Gold,2023-07-29
5438,Male,43,35-44,India,Hyderabad,None,2025-01-17
5439,Male,28,25-34,United Kingdom,Leeds,Silver,2025-08-23
5440,Female,24,18-24,United States,New York,Gold,2023-05-23
5441,Female,83,65+,Brazil,Salvador,None,2025-08-18
5442,Male,23,18-24,Spain,Barcelona,None,2022-09-27
5443,Male,29,25-34,France,Lyon,None,2025-08-09
5444,Male,77,65+,United Kingdom,Edinburgh,Silver,2024-11-29
5445,Male,62,55-64,Germany,Hamburg,Platinum,2024-05-10
5446,Male,60,55-64,United States,Phoenix,Platinum,2023-08-04
5447,Female,22,18-24,Canada,Vancouver,Gold,2024-12-19
5448,Male,38,35-44,Argentina,Rosario,None,2025-11-23
5449,Male,69,65+,United States,Chicago,Platinum,2025-07-07
5450,Male,54,45-54,India,Delhi,Gold,2025-12-27
5451,Female,19,18-24,United States,Boston,Platinum,2025-12-19
5452,Female,58,55-64,Nigeria,Abuja,Platinum,2025-10-12
5453,Female,19,18-24,Canada,Ottawa,None,2024-04-05
5454,Female,17,Under 18,United Kingdom,Birmingham,None,2023-11-19
5455,Female,32,25-34,Australia,Perth,Silver,2023-08-03
5456,Male,39,35-44,Brazil,Salvador,Platinum,2025-10-13
5457,Female,54,45-54,Brazil,Salvador,None,2023-08-04
5458,Female,55,55-64,United Kingdom,Manchester,Silver,2022-02-25
5459,Male,76,65+,France,Lyon,None,2022-10-16
5460,Male,40,35-44,United Kingdom,Birmingham,Silver,2024-08-02
5461,Female,37,35-44,Canada,Montreal,Silver,2024-05-12
5462,Female,36,35-44,France,Toulouse,None,2025-11-29
5463,Female,47,45-54,United States,Austin,Platinum,2025-11-10
5464,Male,48,45-54,United Kingdom,Manchester,None,2022-01-18
5465,Other,31,25-34,United States,New York,None,2025-04-09
5466,Male,66,65+,Germany,Hamburg,Silver,2025-01-16
5467,Female,52,45-54,Brazil,Sao Paulo,None,2025-05-24
5468,Male,66,65+,South Korea,Incheon,None,2024-05-17
5469,Female,17,Under 18,Netherlands,The Hague,None,2024-07-16
5470,Male,56,55-64,Japan,Osaka,Gold,2022-04-10
5471,Male,76,65+,Canada,Montreal,None,2024-02-17
5472,Male,69,65+,China,Shenzhen,Gold,2022-11-05
5473,Male,36,35-44,United States,Seattle,None,2022-10-31
5474,Male,25,25-34,Australia,Sydney,Platinum,2022-07-18
5475,Male,79,65+,South Korea,Busan,Silver,2024-02-03
5476,Female,26,25-34,Germany,Cologne,None,2024-12-22
5477,Male,46,45-54,France,Marseille,Silver,2022-05-09
5478,Female,68,65+,France,Toulouse,None,2025-02-17
5479,Female,54,45-54,China,Beijing,None,2025-11-13
5480,Male,34,25-34,United States,Austin,None,2025-11-23
5481,Male,73,65+,United Kingdom,Leeds,Silver,2024-09-14
5482,Female,29,25-34,Netherlands,The Hague,None,2025-02-03
5483,Male,80,65+,South Africa,Durban,Silver,2022-03-18
5484,Male,23,18-24,Germany,Frankfurt,Silver,2025-02-16
5485,Male,17,Under 18,United Kingdom,Manchester,Gold,2024-06-21
5486,Male,46,45-54,Mexico,Mexico City,None,2023-10-04
5487,Female,44,35-44,Italy,Milan,Platinum,2025-05-27
5488,Female,53,45-54,United Kingdom,Birmingham,Silver,2022-08-14
5489,Male,51,45-54,Nigeria,Abuja,None,2024-10-27
5490,Female,35,35-44,Egypt,Cairo,None,2023-09-11
5491,Male,39,35-44,Canada,Toronto,Silver,2025-04-15
5492,Male,40,35-44,United States,Phoenix,Silver,2022-06-04
5493,Female,84,65+,Brazil,Sao Paulo,None,2022-08-18
5494,Female,82,65+,India,Hyderabad,None,2025-05-22
5495,Female,53,45-54,Japan,Osaka,None,2024-06-14
5496,Female,33,25-34,France,Lyon,Gold,2023-10-12
5497,Female,51,45-54,Canada,Vancouver,None,2024-11-18
5498,Female,44,35-44,South Africa,Cape Town,Silver,2025-03-06
5499,Male,17,Under 18,France,Toulouse,Silver,2023-12-25
5500,Male,41,35-44,Australia,Melbourne,None,2025-10-24
5501,Female,40,35-44,Germany,Hamburg,Silver,2025-07-20
5502,Female,55,55-64,Japan,Kyoto,Silver,2023-06-01
5503,Male,70,65+,Germany,Cologne,Silver,2023-11-27
5504,Male,72,65+,United States,Austin,Gold,2022-10-31
5505,Male,84,65+,United States,Los Angeles,None,2022-10-31
5506,Male,78,65+,Australia,Brisbane,None,2022-12-25
5507,Male,26,25-34,United States,New York,None,2022-02-03
5508,Male,43,35-44,Mexico,Monterrey,Silver,2024-12-21
5509,Female,26,25-34,Japan,Osaka,Silver,2022-06-26
5510,Male,44,35-44,Japan,Osaka,Gold,2022-12-19
5511,Female,70,65+,Canada,Ottawa,None,2023-09-10
5512,Female,55,55-64,United States,Chicago,None,2023-05-05
5513,Male,65,65+,Brazil,Rio de Janeiro,Silver,2025-03-10
5514,Other,77,65+,United Kingdom,Manchester,Silver,2024-06-10
5515,Female,80,65+,Germany,Frankfurt,Gold,2022-05-02
5516,Male,21,18-24,United States,New York,None,2023-10-14
5517,Male,37,35-44,Russia,Novosibirsk,None,2024-12-25
5518,Male,83,65+,India,Hyderabad,Platinum,2022-11-08
5519,Male,43,35-44,South Africa,Johannesburg,None,2022-07-01
5520,Male,69,65+,South Africa,Durban,Silver,2023-12-07
5521,Female,50,45-54,United States,New York,None,2023-11-25
5522,Female,47,45-54,Nigeria,Lagos,None,2023-10-12
5523,Male,36,35-44,Canada,Calgary,Platinum,2024-07-12
5524,Female,58,55-64,France,Marseille,None,2024-08-14
5525,Male,19,18-24,Canada,Ottawa,Gold,2023-05-25
5526,Female,82,65+,United States,Seattle,Silver,2023-08-14
5527,Female,69,65+,India,Mumbai,Gold,2025-05-20
5528,Female,29,25-34,Canada,Ottawa,None,2025-03-27
5529,Female,57,55-64,United States,Chicago,Silver,2022-09-05
5530,Male,80,65+,France,Paris,None,2022-12-11
5531,Female,21,18-24,United States,Houston,Silver,2024-05-01
5532,Male,28,25-34,Spain,Madrid,None,2024-01-09
5533,Male,51,45-54,United States,Chicago,None,2024-06-25
5534,Male,82,65+,Canada,Vancouver,Platinum,2025-03-16
5535,Female,21,18-24,United Kingdom,Edinburgh,None,2023-06-10
5536,Female,16,Under 18,Spain,Madrid,None,2023-01-28
5537,Female,44,35-44,Nigeria,Ibadan,None,2022-01-03
5538,Male,64,55-64,United States,Los Angeles,Silver,2022-12-12
5539,Male,61,55-64,United Kingdom,London,None,2025-11-09
5540,Male,18,18-24,France,Nice,Gold,2024-04-17
5541,Female,46,45-54,Kenya,Nairobi,None,2025-07-03
5542,Male,47,45-54,United Kingdom,Edinburgh,None,2024-02-27
5543,Male,50,45-54,Brazil,Sao Paulo,Silver,2025-09-28
5544,Male,16,Under 18,India,Chennai,Silver,2025-10-23
5545,Female,46,45-54,India,Mumbai,None,2023-04-25
5546,Female,18,18-24,United States,Boston,None,2025-03-22
5547,Other,47,45-54,United States,Boston,Silver,2022-07-03
5548,Female,70,65+,Canada,Montreal,Platinum,2023-03-25
5549,Female,18,18-24,Germany,Frankfurt,None,2023-09-18
5550,Male,79,65+,Canada,Calgary,None,2022-07-27
5551,Male,55,55-64,United Kingdom,Leeds,Gold,2022-03-23
5552,Female,65,65+,United States,Boston,None,2023-01-02
5553,Female,49,45-54,Mexico,Monterrey,None,2023-05-02
5554,Male,74,65+,United States,Austin,Silver,2023-08-15
5555,Female,35,35-44,United States,Los Angeles,None,2024-04-13
5556,Female,26,25-34,United States,Chicago,None,2022-05-12
5557,Female,48,45-54,Canada,Toronto,None,2024-08-22
5558,Female,57,55-64,Germany,Frankfurt,Gold,2023-01-26
5559,Female,74,65+,India,Delhi,None,2025-04-07
5560,Female,50,45-54,Germany,Berlin,Silver,2025-03-18
5561,Female,22,18-24,France,Nice,None,2024-05-24
5562,Male,75,65+,United States,New York,None,2024-04-23
5563,Female,72,65+,Canada,Ottawa,None,2023-06-27
5564,Female,54,45-54,India,Delhi,None,2022-02-26
5565,Male,19,18-24,United Kingdom,Leeds,Silver,2024-05-15
5566,Female,79,65+,United States,Houston,Gold,2022-01-14
5567,Female,61,55-64,United States,Houston,Silver,2025-05-28
5568,Female,78,65+,United Kingdom,Manchester,None,2023-07-16
5569,Male,24,18-24,United States,Houston,None,2024-03-13
5570,Female,39,35-44,Italy,Turin,Gold,2022-03-03
5571,Male,31,25-34,United States,Chicago,None,2023-05-09
5572,Male,67,65+,Mexico,Guadalajara,None,2023-03-25
5573,Female,37,35-44,United States,Austin,Silver,2024-03-31
5574,Male,77,65+,United States,Houston,Silver,2022-12-03
5575,Male,44,35-44,Australia,Adelaide,Silver,2023-01-23
5576,Female,41,35-44,United States,Boston,None,2023-12-07
5577,Other,58,55-64,Argentina,Cordoba,Platinum,2024-04-12
5578,Female,69,65+,Germany,Frankfurt,Platinum,2024-03-22
5579,Male,42,35-44,China,Guangzhou,Silver,2023-04-26
5580,Male,16,Under 18,United States,Boston,None,2024-09-26
5581,Male,78,65+,United States,Chicago,Gold,2022-07-09
5582,Male,45,45-54,Mexico,Mexico City,Silver,2023-09-12
5583,Male,23,18-24,United States,Austin,Gold,2025-11-25
5584,Female,59,55-64,United Kingdom,Manchester,None,2024-05-26
5585,Female,65,65+,Nigeria,Ibadan,Silver,2022-08-06
5586,Female,41,35-44,United States,Chicago,None,2024-06-19
5587,Female,26,25-34,France,Lyon,Silver,2025-04-04
5588,Male,76,65+,South Africa,Durban,None,2023-04-29
5589,Male,75,65+,Australia,Perth,None,2022-10-10
5590,Other,61,55-64,United States,Houston,Gold,2023-03-04
5591,Female,34,25-34,Netherlands,Rotterdam,Gold,2025-01-06
5592,Female,53,45-54,South Korea,Seoul,Silver,2024-09-01
5593,Male,57,55-64,France,Lyon,Silver,2024-08-04
5594,Male,75,65+,Japan,Kyoto,None,2022-11-27
5595,Female,77,65+,Japan,Yokohama,Gold,2022-03-26
5596,Male,67,65+,Canada,Vancouver,None,2022-04-01
5597,Male,61,55-64,United States,Houston,None,2023-12-22
5598,Female,32,25-34,United States,Phoenix,Silver,2022-03-20
5599,Male,24,18-24,United States,Chicago,Platinum,2025-10-04
5600,Female,71,65+,United States,Phoenix,Gold,2023-05-05
5601,Female,23,18-24,United States,Seattle,Platinum,2024-03-04
5602,Female,51,45-54,United States,Chicago,None,2025-11-28
5603,Male,52,45-54,United States,Los Angeles,Platinum,2023-12-23
5604,Male,30,25-34,Germany,Cologne,None,2023-12-24
5605,Other,34,25-34,United Kingdom,Glasgow,Gold,2022-04-25
5606,Male,83,65+,Ireland,Cork,Silver,2023-04-05
5607,Female,67,65+,India,Delhi,None,2022-04-22
5608,Male,43,35-44,Netherlands,Rotterdam,Gold,2024-09-04
5609,Male,67,65+,United States,Boston,None,2023-11-30
5610,Female,18,18-24,United States,Seattle,None,2022-07-27
5611,Female,28,25-34,Japan,Kyoto,None,2025-12-16
5612,Male,79,65+,France,Toulouse,Gold,2025-06-23
5613,Male,71,65+,United Kingdom,London,None,2022-03-04
5614,Male,24,18-24,Brazil,Sao Paulo,None,2025-12-24
5615,Male,30,25-34,Australia,Perth,Silver,2024-08-07
5616,Female,47,45-54,South Korea,Busan,Silver,2024-06-30
5617,Female,43,35-44,Australia,Adelaide,None,2025-07-11
5618,Female,51,45-54,Germany,Cologne,Gold,2022-06-25
5619,Female,73,65+,United Kingdom,Edinburgh,None,2025-08-30
5620,Female,68,65+,United States,Austin,None,2025-09-13
5621,Female,67,65+,United States,Phoenix,Silver,2024-11-30
5622,Male,21,18-24,United States,Los Angeles,None,2022-06-12
5623,Male,47,45-54,Mexico,Guadalajara,Gold,2024-03-13
5624,Female,67,65+,United Kingdom,Manchester,Silver,2022-07-14
5625,Male,64,55-64,Brazil,Salvador,Silver,2023-03-05
5626,Male,64,55-64,New Zealand,Auckland,None,2024-11-13
5627,Female,71,65+,Canada,Ottawa,Gold,2023-07-22
5628,Male,37,35-44,Canada,Ottawa,Silver,2024-11-24
5629,Female,72,65+,Mexico,Guadalajara,Platinum,2023-11-28
5630,Female,70,65+,Germany,Cologne,Gold,2022-11-27
5631,Male,30,25-34,Brazil,Rio de Janeiro,Silver,2023-08-18
5632,Male,28,25-34,India,Bangalore,Gold,2024-09-26
5633,Female,38,35-44,United Kingdom,Edinburgh,None,2025-04-06
5634,Male,82,65+,France,Toulouse,Gold,2025-09-16
5635,Female,54,45-54,United States,Los Angeles,None,2025-09-14
5636,Female,80,65+,Australia,Sydney,None,2025-05-03
5637,Female,42,35-44,United States,Phoenix,None,2023-07-03
5638,Female,61,55-64,Australia,Perth,None,2023-01-23
5639,Female,84,65+,China,Shenzhen,Silver,2023-11-27
5640,Male,39,35-44,United States,New York,Silver,2023-05-19
5641,Female,66,65+,United Kingdom,London,Gold,2024-10-26
5642,Female,45,45-54,Australia,Sydney,None,2025-11-26
5643,Female,78,65+,United States,Boston,None,2025-11-04
5644,Male,68,65+,United States,Houston,Gold,2023-11-09
5645,Female,66,65+,United States,Houston,None,2023-11-09
5646,Male,30,25-34,United States,Boston,Silver,2025-06-08
5647,Female,82,65+,United Kingdom,Edinburgh,Silver,2024-08-29
5648,Male,37,35-44,Canada,Toronto,Silver,2022-02-15
5649,Female,43,35-44,Mexico,Monterrey,Gold,2022-11-20
5650,Female,46,45-54,Canada,Vancouver,Gold,2022-02-17
5651,Other,64,55-64,United States,Boston,None,2022-03-26
5652,Male,70,65+,United Kingdom,Leeds,Gold,2022-09-01
5653,Male,80,65+,United Kingdom,London,None,2023-10-27
5654,Female,25,25-34,Germany,Munich,None,2023-02-03
5655,Female,74,65+,France,Lyon,None,2024-05-16
5656,Female,23,18-24,United States,New York,None,2025-07-16
5657,Female,53,45-54,Australia,Melbourne,Platinum,2022-05-14
5658,Female,78,65+,United States,Phoenix,None,2022-07-29
5659,Female,68,65+,Japan,Kyoto,None,2024-04-24
5660,Female,82,65+,United Kingdom,London,Silver,2025-04-14
5661,Male,18,18-24,South Korea,Incheon,Silver,2024-07-31
5662,Male,52,45-54,United Kingdom,Manchester,Gold,2024-10-07
5663,Male,21,18-24,United Kingdom,Leeds,Gold,2025-09-18
5664,Female,65,65+,United States,Austin,Gold,2023-11-17
5665,Female,28,25-34,United States,Houston,None,2023-02-24
5666,Female,29,25-34,India,Bangalore,Silver,2024-02-06
5667,Male,35,35-44,Germany,Cologne,Silver,2025-04-19
5668,Male,75,65+,Australia,Perth,Silver,2024-04-27
5669,Male,39,35-44,United States,Houston,None,2025-11-10
5670,Male,75,65+,United States,Los Angeles,None,2023-03-21
5671,Male,57,55-64,Canada,Montreal,None,2024-08-23
5672,Male,26,25-34,Egypt,Giza,Platinum,2025-03-10
5673,Female,32,25-34,Canada,Montreal,Silver,2023-12-22
5674,Male,67,65+,Italy,Rome,Silver,2022-09-03
5675,Male,74,65+,Kenya,Nairobi,None,2025-09-01
5676,Female,30,25-34,United States,Austin,None,2022-09-01
5677,Male,49,45-54,South Korea,Seoul,Silver,2024-02-18
5678,Male,47,45-54,Nigeria,Ibadan,Gold,2024-06-21
5679,Male,48,45-54,United States,Boston,Silver,2022-10-29
5680,Male,38,35-44,Nigeria,Ibadan,None,2023-04-14
5681,Male,76,65+,Australia,Sydney,Gold,2024-06-28
5682,Male,76,65+,United States,Los Angeles,Silver,2022-01-21
5683,Female,41,35-44,United States,New York,Silver,2025-01-16
5684,Male,48,45-54,India,Bangalore,None,2024-07-28
5685,Female,78,65+,United Kingdom,Edinburgh,Platinum,2024-12-29
5686,Male,72,65+,Egypt,Cairo,None,2025-03-22
5687,Male,51,45-54,Brazil,Rio de Janeiro,Platinum,2025-03-05
5688,Male,57,55-64,Germany,Munich,None,2024-08-29
5689,Female,73,65+,France,Marseille,None,2023-10-09
5690,Female,49,45-54,South Korea,Seoul,Silver,2023-11-24
5691,Female,75,65+,United Kingdom,Leeds,None,2024-11-06
5692,Female,62,55-64,China,Shanghai,Gold,2024-10-06
5693,Male,42,35-44,Canada,Montreal,Silver,2022-05-10
5694,Female,16,Under 18,Spain,Madrid,Silver,2023-10-05
5695,Male,71,65+,United States,Chicago,Silver,2024-12-27
5696,Male,53,45-54,India,Chennai,Silver,2024-07-29
5697,Male,56,55-64,China,Guangzhou,Silver,2022-03-19
5698,Male,29,25-34,France,Lyon,Platinum,2023-09-02
5699,Female,75,65+,United States,Houston,Silver,2025-04-21
5700,Male,70,65+,United States,Austin,Silver,2024-12-03
5701,Male,21,18-24,Nigeria,Kano,None,2022-06-13
5702,Male,75,65+,United States,Phoenix,Silver,2025-10-27
5703,Female,45,45-54,Brazil,Brasilia,Silver,2022-10-19
5704,Female,67,65+,Australia,Brisbane,None,2024-12-26
5705,Female,82,65+,United Kingdom,Edinburgh,Silver,2025-05-29
5706,Female,80,65+,United States,Houston,Gold,2024-05-21
5707,Female,75,65+,United States,Houston,Gold,2022-05-18
5708,Male,25,25-34,Italy,Milan,Gold,2022-08-02
5709,Female,54,45-54,Germany,Cologne,Silver,2022-10-11
5710,Female,31,25-34,India,Delhi,None,2022-05-12
5711,Male,71,65+,Kenya,Nairobi,Silver,2022-02-05
5712,Male,65,65+,United States,Houston,None,2022-01-25
5713,Female,40,35-44,United States,Houston,Silver,2023-11-22
5714,Male,25,25-34,Canada,Toronto,Gold,2023-12-22
5715,Male,77,65+,Canada,Montreal,None,2023-06-01
5716,Female,51,45-54,United States,Houston,Gold,2023-02-01
5717,Male,64,55-64,Canada,Calgary,None,2022-08-15
5718,Female,63,55-64,Australia,Melbourne,Gold,2022-09-05
5719,Female,60,55-64,United States,New York,None,2023-10-31
5720,Female,30,25-34,India,Mumbai,None,2023-01-13
5721,Male,27,25-34,United Kingdom,Leeds,Gold,2024-02-20
5722,Male,43,35-44,Germany,Frankfurt,Silver,2025-11-10
5723,Female,80,65+,France,Lyon,Platinum,2025-11-28
5724,Female,71,65+,United Kingdom,Glasgow,None,2022-11-20
5725,Male,78,65+,Nigeria,Abuja,Silver,2023-11-08
5726,Male,41,35-44,France,Paris,Silver,2024-02-11
5727,Female,40,35-44,United States,Houston,None,2023-02-22
5728,Male,63,55-64,United States,Houston,None,2025-12-04
5729,Male,19,18-24,United States,New York,Gold,2022-10-31
5730,Male,81,65+,Spain,Seville,Silver,2022-07-17
5731,Male,72,65+,United Kingdom,Birmingham,Platinum,2022-07-16
5732,Female,68,65+,Australia,Adelaide,None,2022-12-20
5733,Male,69,65+,Australia,Melbourne,None,2022-01-12
5734,Male,70,65+,Canada,Vancouver,None,2024-05-12
5735,Male,52,45-54,United Kingdom,Manchester,Platinum,2025-10-01
5736,Male,37,35-44,United Kingdom,Manchester,Gold,2024-11-27
5737,Female,83,65+,United States,Seattle,Platinum,2025-01-10
5738,Female,27,25-34,United States,Los Angeles,Platinum,2025-05-31
5739,Female,79,65+,France,Paris,None,2024-04-07
5740,Male,67,65+,India,Bangalore,Gold,2024-08-23
5741,Male,72,65+,United States,Seattle,Gold,2025-02-21
5742,Male,46,45-54,United States,Boston,None,2022-02-10
5743,Female,66,65+,Japan,Kyoto,Silver,2023-03-02
5744,Female,63,55-64,United States,Los Angeles,Silver,2022-11-12
