BookID,ISBN,Title,AuthorID,PublisherID,Genre,SubGenre,Language,PublicationYear,Format,Pages,UnitCost,UnitPrice,Rating,ReviewCount
2570,978-985-12253-8,The Secret Labyrinth,354,51,Science Fiction,Space Opera,German,2006,Paperback,500,10.52,18.4,3.2,21
2571,978-215-43096-5,The Burning Storm,249,35,Business,Economics,English,2018,Paperback,192,4.99,10.58,4.0,108
2572,978-734-98400-8,The Scarlet Chronicle,474,81,Thriller,Spy Thriller,English,2006,eBook,191,4.32,7.62,3.7,147
2573,978-745-38852-4,The Restless Labyrinth,55,20,Science Fiction,Hard Sci-Fi,English,2003,Paperback,556,9.38,16.65,3.6,118
2574,978-655-51673-0,The Quiet Echo,128,15,Young Adult,YA Dystopian,English,2008,eBook,795,7.26,12.37,4.4,51
2575,978-919-79145-5,The Restless Garden,361,6,Mystery,Noir,Spanish,2014,Paperback,157,5.91,13.42,3.4,128
2576,978-104-43430-5,The Distant Legacy,104,67,Horror,Gothic Horror,English,2006,Paperback,566,7.11,17.65,4.7,135
2577,978-371-76190-0,The Shattered Orchard,127,90,Fantasy,Sword & Sorcery,Portuguese,2022,eBook,541,4.98,8.5,4.4,71
2578,978-265-68143-7,The Whispering Garden,325,34,Self-Help,Productivity,German,2008,Audiobook,166,6.38,12.86,3.4,200
2579,978-618-75375-5,The Last Tide,256,82,Biography,Celebrity Biography,Japanese,2000,Hardcover,224,11.19,23.97,4.6,182
2580,978-671-18148-6,The Frozen Labyrinth,74,49,Business,Economics,French,1991,eBook,430,2.87,6.34,3.3,175
2581,978-907-77559-4,The Endless Journey,164,29,Self-Help,Mindfulness,English,2004,eBook,605,3.99,10.75,4.6,125
2582,978-441-62438-5,The Distant Labyrinth,322,72,Cooking,Quick Meals,English,1991,eBook,275,2.62,6.54,4.1,147
2583,978-312-20901-2,The Whispering Kingdom,33,1,Mystery,Crime Thriller,French,1991,Hardcover,423,10.55,24.95,3.0,97
2584,978-930-81306-8,The Quiet Flame,479,93,Self-Help,Mindfulness,Spanish,2003,Hardcover,463,12.47,25.57,3.2,14
2585,978-705-34308-3,The Shattered Compass,200,99,Poetry,Classic Poetry,French,2000,Paperback,618,10.31,21.51,3.7,89
2586,978-787-92375-1,The Whispering Harbor,230,87,Science Fiction,Space Opera,English,2021,Hardcover,292,10.55,21.73,4.4,136
2587,978-500-33506-0,The Restless Symphony,329,89,Cooking,Quick Meals,Spanish,2016,Paperback,602,7.87,21.31,3.8,178
2588,978-502-31129-5,The Hidden Mirror,108,91,Horror,Gothic Horror,English,2018,eBook,702,4.6,13.05,3.8,44
2589,978-449-41339-8,The Burning Storm,281,45,Young Adult,YA Romance,English,2009,Paperback,527,8.36,17.94,3.9,99
2590,978-773-90239-8,The Endless Compass,498,5,Mystery,Noir,English,1993,Paperback,624,7.56,18.98,2.8,158
2591,978-289-75372-6,The Endless Storm,480,56,Poetry,Contemporary Poetry,English,2020,Paperback,237,7.56,13.2,4.4,87
2592,978-976-55869-8,The Hidden Mirror,192,43,Poetry,Sonnets,English,2007,Paperback,754,10.66,23.28,4.6,26
2593,978-258-18582-6,The Midnight Journey,496,80,Romance,Historical Romance,English,2005,eBook,330,2.86,6.53,4.3,169
2594,978-514-22622-3,The Secret Labyrinth,57,81,History,World History,Japanese,2011,eBook,258,3.56,7.32,3.7,101
2595,978-382-33005-5,The Restless Flame,450,83,Fiction,Literary Fiction,Chinese,1995,Paperback,503,8.58,16.92,3.4,14
2596,978-677-80848-0,The Forgotten Shadow,209,82,Thriller,Spy Thriller,English,2007,Paperback,389,5.35,14.45,3.3,70
2597,978-711-64148-1,The Frozen Journey,157,85,Science Fiction,Cyberpunk,Japanese,2011,Hardcover,442,12.77,23.85,3.3,82
2598,978-925-16929-3,The Quiet Kingdom,44,42,History,Cultural History,Chinese,2015,Audiobook,683,9.39,24.44,5.0,99
2599,978-809-62313-1,The Midnight Shadow,310,65,History,Military History,German,2008,Paperback,495,8.84,19.79,3.9,102
2600,978-323-45081-8,The Quiet Mirror,42,29,Self-Help,Productivity,Portuguese,2025,Paperback,381,6.33,14.42,4.4,124
2601,978-285-41207-8,The Silent Tide,365,62,Young Adult,YA Fantasy,Spanish,2025,Paperback,680,11.34,23.04,4.4,130
2602,978-897-85079-3,The Burning Symphony,24,55,Cooking,Baking,English,1993,Hardcover,385,12.94,24.77,4.0,89
2603,978-538-61912-6,The Last River,263,5,Science Fiction,Dystopian,English,1992,Paperback,790,11.31,20.55,3.4,143
2604,978-187-51817-3,The Broken Horizon,228,75,Mystery,Noir,English,2008,Audiobook,810,14.19,29.46,4.2,172
2605,978-841-39675-1,The Scarlet Tide,495,68,Mystery,Cozy Mystery,English,2019,Hardcover,448,8.73,22.44,3.3,48
2606,978-682-12243-3,The Ancient Letter,230,70,Cooking,Baking,English,2008,Paperback,659,11.3,21.57,4.2,274
2607,978-122-81615-2,The Silent Promise,159,24,Fantasy,Epic Fantasy,English,1997,Hardcover,615,14.37,30.59,3.3,45
2608,978-803-26177-2,The Midnight Tide,367,26,Fiction,Historical Fiction,English,2010,Paperback,722,11.56,23.25,3.7,109
2609,978-646-63899-1,The Whispering Garden,435,4,Science Fiction,Cyberpunk,English,2023,Audiobook,442,11.03,23.94,3.7,116
2610,978-652-29835-1,The Midnight Flame,273,1,Horror,Psychological Horror,English,1996,eBook,404,3.02,6.66,4.7,39
2611,978-877-39898-1,The Golden Flame,380,73,History,Military History,French,2006,Audiobook,313,8.5,16.18,2.6,17
2612,978-545-84807-8,The Burning Compass,431,89,Cooking,Baking,English,2012,eBook,530,4.11,8.54,5.0,79
2613,978-514-43345-0,The Burning River,230,40,Mystery,Noir,English,2004,eBook,550,7.06,12.45,3.5,133
2614,978-654-17870-2,The Burning Kingdom,437,45,Thriller,Psychological Thriller,English,1991,Paperback,435,8.19,15.28,3.8,5
2615,978-277-51711-4,The Forgotten Compass,401,39,History,Ancient History,German,2014,Paperback,337,5.48,11.69,4.1,75
2616,978-236-37371-3,The Fading Harbor,86,84,Fantasy,Fairy Tale Retelling,English,2016,eBook,435,4.58,11.35,4.1,32
2617,978-858-35531-4,The Forgotten Letter,216,85,Cooking,Quick Meals,English,2013,eBook,471,3.0,8.46,4.4,200
2618,978-293-72720-0,The Golden Legacy,21,88,Poetry,Classic Poetry,English,2013,Paperback,209,3.48,8.68,4.2,74
2619,978-553-53083-5,The Endless River,384,9,Science Fiction,Space Opera,German,2013,Paperback,582,6.98,16.6,5.0,159
2620,978-342-70529-5,The Burning Horizon,354,94,Poetry,Spoken Word,English,2001,eBook,709,4.51,11.87,4.3,98
2621,978-307-57262-6,The Frozen Echo,20,2,Biography,Autobiography,Italian,1990,Hardcover,345,12.05,23.3,3.8,158
2622,978-637-44053-5,The Scarlet Labyrinth,5,36,Thriller,Legal Thriller,English,2025,Paperback,393,5.91,13.7,3.6,61
2623,978-821-38751-3,The Golden Harbor,304,30,Business,Economics,English,1997,Paperback,185,3.75,10.5,3.6,50
2624,978-497-21167-3,The Endless Chronicle,197,66,Self-Help,Career Development,Spanish,2019,Paperback,527,8.26,17.99,4.6,36
2625,978-224-22787-2,The Secret Labyrinth,23,27,Mystery,Detective,English,2009,Paperback,419,10.1,18.5,4.9,140
2626,978-319-47751-4,The Whispering River,28,60,Poetry,Spoken Word,Japanese,2009,eBook,719,5.3,12.18,4.5,172
2627,978-247-94778-0,The Restless Labyrinth,433,90,Young Adult,YA Contemporary,Spanish,1990,eBook,754,6.65,11.56,2.2,21
2628,978-893-90869-2,The Golden River,230,17,Science Fiction,Hard Sci-Fi,French,2025,Paperback,661,11.23,19.94,2.7,59
2629,978-387-75174-6,The Restless Storm,379,88,Young Adult,YA Dystopian,Japanese,2009,Paperback,267,8.33,14.55,3.9,252
2630,978-436-97375-0,The Silent Horizon,225,44,Children,Early Reader,English,2019,Hardcover,258,13.4,25.92,3.8,70
2631,978-163-97045-0,The Silent Promise,461,60,Romance,Contemporary Romance,English,2018,Hardcover,459,12.71,23.04,3.9,34
2632,978-500-88956-5,The Wandering Garden,423,44,Biography,Memoir,English,1994,Paperback,552,9.2,20.58,4.6,82
2633,978-921-53371-3,The Midnight Horizon,453,20,Poetry,Contemporary Poetry,German,2024,eBook,142,2.89,5.52,4.6,78
2634,978-468-18423-7,The Distant Journey,323,20,Science Fiction,Hard Sci-Fi,Chinese,2011,eBook,467,3.02,7.43,4.0,163
2635,978-685-75514-8,The Secret Symphony,8,5,Young Adult,YA Contemporary,English,1996,Paperback,180,3.1,7.73,3.1,81
2636,978-263-75737-8,The Wandering Journey,202,38,Poetry,Sonnets,English,2010,eBook,302,5.26,8.98,3.2,13
2637,978-228-89811-3,The Shattered Labyrinth,49,10,Business,Entrepreneurship,German,2012,Paperback,371,8.7,17.86,3.9,189
2638,978-757-73334-2,The Silent Compass,255,44,Romance,Contemporary Romance,German,2013,eBook,148,1.95,5.3,4.1,48
2639,978-159-81570-5,The Fading River,241,48,Mystery,Cozy Mystery,English,2001,Paperback,303,5.3,13.26,3.2,26
2640,978-503-49628-5,The Forgotten Tide,275,80,Business,Marketing,English,2023,eBook,560,3.82,8.21,4.3,98
2641,978-384-34946-5,The Ancient Shadow,470,74,Biography,Memoir,English,1998,Paperback,818,13.96,24.86,2.9,40
2642,978-114-52732-2,The Restless Storm,114,86,History,World History,English,2007,Hardcover,665,18.75,32.66,2.4,104
2643,978-577-97796-0,The Forgotten Letter,436,3,Self-Help,Career Development,English,2020,Paperback,334,4.22,11.16,3.4,94
2644,978-966-78192-1,The Frozen Promise,388,72,Self-Help,Productivity,French,1992,eBook,779,4.63,12.66,4.7,84
2645,978-162-30026-1,The Whispering River,224,28,Children,Middle Grade,English,2004,Audiobook,428,6.3,16.56,4.7,56
2646,978-833-19216-1,The Hidden Tide,234,81,Biography,Celebrity Biography,Chinese,2007,eBook,368,4.56,8.81,3.0,199
2647,978-584-84939-8,The Quiet Tide,197,91,Thriller,Action Thriller,English,2017,eBook,713,5.1,10.56,3.1,172
2648,978-750-62629-0,The Scarlet Chronicle,319,10,Biography,Memoir,French,2018,Hardcover,399,13.82,25.85,4.3,95
2649,978-186-87803-5,The Hidden Echo,388,52,Children,Picture Book,English,2018,eBook,637,5.11,10.25,3.7,13
2650,978-881-56877-8,The Wandering Mirror,16,56,Poetry,Contemporary Poetry,English,2002,eBook,234,1.57,4.21,4.7,83
2651,978-110-46881-3,The Hidden Kingdom,496,28,History,World History,English,2007,Paperback,352,6.88,16.59,4.3,172
2652,978-915-80182-4,The Whispering Garden,56,26,Young Adult,YA Dystopian,Spanish,1990,Paperback,809,10.94,25.27,4.4,45
2653,978-691-74518-6,The Broken Symphony,79,15,Biography,Memoir,Spanish,2019,Hardcover,290,10.45,19.83,3.4,239
2654,978-403-85548-2,The Shattered Compass,295,42,Horror,Psychological Horror,Spanish,2000,Hardcover,714,17.52,35.1,4.1,262
2655,978-106-16482-4,The Fading Journey,53,71,Thriller,Spy Thriller,English,2006,Hardcover,446,16.18,27.58,5.0,72
2656,978-649-68279-7,The Distant Shadow,373,71,Biography,Political Biography,English,2014,eBook,790,5.05,13.06,4.0,45
2657,978-178-34034-6,The Golden Mirror,110,78,Fiction,Short Stories,Portuguese,2017,eBook,411,6.16,10.54,3.9,174
2658,978-647-84896-7,The Fading Compass,161,95,Mystery,Crime Thriller,English,1993,Hardcover,466,11.39,28.11,3.7,124
2659,978-795-82725-8,The Restless Harbor,296,64,Horror,Slasher,English,2017,Audiobook,396,8.02,18.39,3.0,57
2660,978-340-69502-3,The Frozen Orchard,473,36,Fantasy,Sword & Sorcery,English,2003,eBook,266,2.73,7.61,3.3,155
2661,978-314-49283-6,The Golden Harbor,100,28,Mystery,Noir,Chinese,2005,Paperback,710,8.67,20.45,3.4,26
2662,978-299-31287-5,The Shattered Letter,425,58,Horror,Psychological Horror,Japanese,1994,Audiobook,521,7.82,19.55,3.0,63
2663,978-302-61545-5,The Secret Mirror,329,45,Cooking,World Cuisine,French,2015,eBook,473,4.29,10.62,3.1,174
2664,978-202-47913-6,The Broken Tide,263,11,Biography,Autobiography,English,2007,Paperback,380,7.98,16.19,2.6,99
2665,978-324-16428-6,The Restless Tide,440,40,Biography,Political Biography,German,1993,Audiobook,660,11.35,20.81,3.5,155
2666,978-692-83069-7,The Restless Mirror,320,69,Self-Help,Mindfulness,English,1995,Paperback,363,7.21,13.44,4.3,480
2667,978-371-93050-3,The Broken Journey,405,18,Horror,Slasher,English,2015,Hardcover,286,13.26,23.8,3.7,115
2668,978-802-14174-5,The Wandering Kingdom,297,24,Self-Help,Personal Finance,English,1993,Hardcover,177,6.99,13.11,3.7,117
2669,978-836-18119-2,The Whispering Garden,238,29,Science Fiction,Space Opera,Italian,2008,eBook,731,6.6,11.11,4.3,35
2670,978-784-73222-5,The Distant Kingdom,153,47,Biography,Autobiography,French,2015,Audiobook,171,7.33,20.66,4.8,85
2671,978-585-64597-6,The Hidden Shadow,134,82,Mystery,Cozy Mystery,English,2022,Paperback,711,12.34,20.67,5.0,183
2672,978-384-24824-7,The Whispering Labyrinth,32,33,Young Adult,YA Contemporary,English,1995,Paperback,385,7.86,17.38,4.0,140
2673,978-935-62787-3,The Forgotten Flame,144,13,Science Fiction,Dystopian,Japanese,2000,Paperback,121,6.23,13.27,3.7,171
2674,978-284-51729-4,The Quiet Orchard,403,6,Children,Early Reader,French,1995,eBook,768,5.6,11.32,3.7,92
2675,978-517-59531-3,The Whispering Orchard,150,62,Fantasy,Epic Fantasy,English,2021,Hardcover,638,11.55,32.79,4.2,103
2676,978-507-30073-1,The Fading Chronicle,231,75,Business,Entrepreneurship,Italian,2011,Paperback,626,9.43,23.86,3.8,81
2677,978-770-40663-2,The Shattered Chronicle,192,9,Children,Chapter Book,English,2025,Paperback,503,8.47,18.35,3.8,15
2678,978-591-56451-8,The Scarlet Journey,421,62,Science Fiction,Hard Sci-Fi,English,1991,Hardcover,652,21.66,39.93,3.9,33
2679,978-818-19728-2,The Restless Kingdom,290,91,Business,Leadership,English,2015,Audiobook,213,7.6,13.4,3.4,70
2680,978-926-14423-8,The Secret Shadow,188,82,History,Cultural History,French,1991,Audiobook,284,8.18,21.15,2.6,133
2681,978-451-73068-2,The Midnight Compass,466,94,Children,Middle Grade,English,1993,Paperback,500,7.24,17.41,3.5,91
2682,978-886-47281-6,The Ancient Kingdom,8,95,Fiction,Historical Fiction,English,2005,eBook,634,5.31,10.58,4.7,102
2683,978-252-96193-5,The Forgotten Storm,67,79,Science Fiction,Dystopian,Spanish,2003,eBook,531,4.66,10.58,4.7,108
2684,978-923-34381-6,The Hidden Symphony,64,42,Poetry,Spoken Word,English,2003,Hardcover,404,10.43,24.56,4.4,87
2685,978-260-71716-5,The Silent Horizon,49,70,Self-Help,Career Development,Chinese,1992,Hardcover,590,13.48,30.23,3.6,71
2686,978-864-14137-6,The Shattered Legacy,79,76,Children,Early Reader,Portuguese,2009,eBook,161,3.46,6.59,3.5,44
2687,978-450-11766-8,The Restless Tide,344,77,Business,Leadership,Spanish,2002,Paperback,475,5.31,13.29,4.8,136
2688,978-967-89375-5,The Forgotten Legacy,366,31,Biography,Political Biography,English,2025,eBook,396,2.78,7.61,3.3,170
2689,978-216-68145-0,The Ancient Compass,41,45,Thriller,Spy Thriller,Spanish,2018,Paperback,468,6.39,18.22,3.9,95
2690,978-518-88697-2,The Burning River,17,44,Poetry,Classic Poetry,English,2005,eBook,211,3.69,7.67,4.8,146
2691,978-910-33589-6,The Endless Compass,452,81,Fiction,Historical Fiction,English,2017,Hardcover,752,15.06,36.5,4.0,104
2692,978-142-94498-4,The Broken Legacy,410,84,Biography,Celebrity Biography,Spanish,2010,Hardcover,717,17.26,35.19,3.7,129
2693,978-338-55675-4,The Whispering Promise,395,96,Poetry,Contemporary Poetry,English,2007,Paperback,779,13.35,23.41,4.5,95
2694,978-175-36202-5,The Distant Chronicle,346,90,Mystery,Cozy Mystery,German,2023,Paperback,708,9.82,23.19,3.9,15
2695,978-388-96487-3,The Shattered Echo,209,12,Romance,Romantic Comedy,English,2011,eBook,585,3.51,8.86,4.0,46
2696,978-450-79576-6,The Secret Flame,162,38,Self-Help,Productivity,Spanish,2007,eBook,321,2.51,7.15,4.7,104
2697,978-656-86574-6,The Burning Echo,166,41,Fantasy,Fairy Tale Retelling,Chinese,2010,Paperback,199,6.89,11.58,2.5,184
2698,978-331-92929-6,The Distant Letter,261,81,Fantasy,Sword & Sorcery,Spanish,2018,Paperback,548,8.95,18.67,4.1,51
2699,978-242-97853-6,The Silent Promise,24,3,Mystery,Cozy Mystery,English,2016,Paperback,782,10.15,18.44,3.5,54
2700,978-252-85320-8,The Hidden Shadow,467,77,Cooking,World Cuisine,Spanish,2009,Paperback,374,7.06,12.5,3.8,56
2701,978-943-98505-5,The Distant Compass,488,90,Mystery,Noir,Chinese,1996,Audiobook,815,17.4,29.06,4.0,19
2702,978-956-73919-8,The Quiet Flame,35,19,Young Adult,YA Fantasy,English,2012,Paperback,227,8.07,14.28,3.5,79
2703,978-299-44221-1,The Ancient Chronicle,263,35,Biography,Political Biography,Spanish,2005,eBook,318,3.06,7.22,4.0,12
2704,978-275-89584-5,The Whispering Flame,182,63,Horror,Supernatural Horror,English,2023,Hardcover,574,13.7,27.89,4.1,118
2705,978-148-48563-6,The Endless Horizon,188,60,Romance,Paranormal Romance,English,2022,Paperback,464,10.49,17.76,4.0,142
2706,978-962-12938-4,The Ancient Kingdom,196,50,Cooking,World Cuisine,English,1990,eBook,652,5.47,10.76,4.0,10
2707,978-734-33892-2,The Broken Shadow,262,30,Thriller,Psychological Thriller,English,2025,eBook,361,4.93,9.09,3.8,424
2708,978-783-97237-4,The Scarlet Harbor,482,7,Horror,Gothic Horror,English,2022,Paperback,662,11.52,19.97,3.8,23
2709,978-361-22638-3,The Forgotten Tide,367,25,Poetry,Contemporary Poetry,German,2022,eBook,330,3.31,6.58,3.9,38
2710,978-676-31838-8,The Silent Shadow,488,55,Biography,Autobiography,English,2007,eBook,224,4.33,8.27,3.4,296
2711,978-153-36214-3,The Secret Echo,137,24,Young Adult,YA Contemporary,English,1999,Paperback,518,10.04,20.19,4.6,26
2712,978-707-40073-1,The Scarlet Labyrinth,421,98,Fantasy,Fairy Tale Retelling,Spanish,2011,Paperback,478,6.54,15.05,3.8,95
2713,978-621-80215-5,The Scarlet Storm,207,20,Self-Help,Mindfulness,English,2021,Paperback,516,7.61,18.47,3.7,117
2714,978-397-49327-3,The Endless Compass,191,78,Thriller,Action Thriller,Spanish,2006,Paperback,136,5.03,9.9,4.1,76
2715,978-738-70000-0,The Scarlet Legacy,27,34,Business,Leadership,Spanish,2025,eBook,407,5.52,9.28,3.8,70
2716,978-681-93858-5,The Broken Orchard,445,21,Business,Leadership,English,1999,Paperback,183,5.61,9.68,4.6,144
2717,978-494-30488-4,The Quiet Letter,58,21,Horror,Psychological Horror,Italian,2020,Paperback,683,9.08,22.55,4.4,237
2718,978-267-86683-1,The Frozen Letter,243,23,Business,Economics,English,1992,Hardcover,176,12.28,21.9,4.0,100
2719,978-121-57145-5,The Shattered Garden,487,97,Business,Marketing,Italian,2020,Hardcover,772,11.7,32.93,4.4,339
2720,978-942-82902-5,The Last Symphony,323,32,Horror,Supernatural Horror,English,2024,Paperback,160,5.54,11.14,4.0,23
2721,978-352-76276-6,The Fading Tide,61,32,History,Cultural History,Portuguese,2015,eBook,547,6.63,11.38,3.3,249
2722,978-371-90200-3,The Endless Chronicle,464,2,Mystery,Detective,English,2012,eBook,353,4.09,6.94,4.4,75
2723,978-712-73347-2,The Forgotten Compass,300,33,Poetry,Classic Poetry,Italian,2004,Audiobook,197,6.48,12.95,2.9,217
2724,978-329-85985-8,The Endless River,125,8,Science Fiction,Space Opera,English,2021,eBook,370,4.54,8.94,2.0,74
2725,978-437-36478-5,The Silent Chronicle,131,19,Science Fiction,Hard Sci-Fi,Portuguese,1994,Paperback,147,4.67,10.43,4.3,44
2726,978-739-84009-0,The Burning Kingdom,431,72,Cooking,Baking,English,2000,eBook,608,4.75,8.94,4.1,118
2727,978-635-73451-7,The Fading Garden,296,64,Fantasy,Sword & Sorcery,Spanish,1994,eBook,729,4.76,11.57,4.1,15
2728,978-690-88409-1,The Distant Orchard,200,55,Science Fiction,Space Opera,English,2000,eBook,350,3.56,9.93,4.7,62
2729,978-104-78144-7,The Broken Echo,149,23,Self-Help,Personal Finance,English,2008,Paperback,427,11.25,20.13,3.9,73
2730,978-505-10256-6,The Frozen Echo,436,70,History,Ancient History,English,2002,Paperback,218,3.95,10.81,3.7,84
2731,978-527-66359-8,The Ancient Flame,177,16,Fiction,Historical Fiction,Chinese,2005,Hardcover,457,12.18,23.59,4.3,237
2732,978-668-13870-8,The Golden Promise,275,72,Thriller,Action Thriller,English,1998,Paperback,782,9.99,21.75,3.5,53
2733,978-236-61427-2,The Golden Shadow,39,71,Mystery,Crime Thriller,English,2002,Hardcover,496,12.07,33.45,3.8,43
2734,978-243-44872-6,The Frozen River,124,8,Romance,Romantic Comedy,Italian,2007,Paperback,732,9.13,23.41,4.0,43
2735,978-785-99643-2,The Endless Legacy,395,61,Science Fiction,Space Opera,Japanese,1997,eBook,666,4.83,12.88,4.1,113
2736,978-705-98533-5,The Whispering Harbor,383,95,Young Adult,YA Dystopian,Portuguese,2023,Hardcover,206,8.95,22.18,3.7,153
2737,978-829-27281-5,The Golden Kingdom,493,62,Self-Help,Mindfulness,English,2022,Hardcover,157,6.76,13.29,3.6,49
2738,978-343-82158-0,The Fading Harbor,58,97,Business,Marketing,Japanese,2021,eBook,373,3.55,7.2,3.3,91
2739,978-996-17102-0,The Shattered Legacy,260,84,Fiction,Short Stories,English,1990,eBook,778,5.34,11.66,3.5,56
2740,978-345-61333-0,The Quiet Orchard,72,4,Horror,Gothic Horror,Chinese,2007,Paperback,237,6.39,11.4,4.9,21
2741,978-685-93888-1,The Quiet Mirror,374,91,Cooking,Healthy Eating,English,2018,Paperback,151,5.1,9.47,3.8,267
2742,978-245-16444-2,The Ancient Storm,75,7,Self-Help,Productivity,Spanish,2002,Paperback,791,11.3,21.71,4.0,288
2743,978-925-78685-8,The Frozen Labyrinth,61,21,Young Adult,YA Romance,English,1998,eBook,258,3.88,7.77,3.1,84
2744,978-398-32590-4,The Silent Labyrinth,421,82,Biography,Celebrity Biography,English,2012,eBook,369,4.38,8.35,5.0,26
2745,978-821-79637-7,The Ancient Journey,64,49,History,Ancient History,English,1990,Hardcover,666,14.92,36.68,3.4,23
2746,978-397-23762-7,The Restless Garden,436,61,Cooking,World Cuisine,English,2012,Audiobook,188,6.24,15.04,3.3,85
2747,978-810-88054-6,The Last Echo,374,30,Self-Help,Career Development,Spanish,2006,eBook,239,2.6,6.12,3.9,98
2748,978-508-57451-3,The Wandering Tide,287,100,History,Cultural History,English,2014,eBook,628,5.93,11.08,3.4,13
2749,978-156-90045-7,The Burning Promise,73,9,Business,Economics,English,2014,Hardcover,124,5.35,11.68,4.1,60
2750,978-271-56639-6,The Secret Legacy,140,25,Self-Help,Career Development,English,2009,Audiobook,618,11.03,18.7,3.1,66
2751,978-714-45990-6,The Broken Legacy,102,85,Science Fiction,Hard Sci-Fi,English,2011,Paperback,499,6.71,18.64,4.5,253
2752,978-273-18039-8,The Broken Kingdom,198,80,Young Adult,YA Fantasy,English,1990,Paperback,288,6.88,15.44,4.4,145
2753,978-347-56398-5,The Last Shadow,101,29,Young Adult,YA Dystopian,German,2025,Paperback,549,7.17,18.44,3.8,60
2754,978-587-27045-4,The Broken Chronicle,92,53,Mystery,Crime Thriller,English,1992,Paperback,345,7.59,13.69,3.0,179
2755,978-327-10283-8,The Ancient Symphony,165,4,Young Adult,YA Dystopian,English,2025,Hardcover,784,15.05,32.03,3.5,237
2756,978-215-77397-4,The Quiet Shadow,2,56,Fiction,Contemporary Fiction,English,2025,Hardcover,410,14.56,28.83,3.9,157
2757,978-661-85224-7,The Restless Tide,454,86,Romance,Contemporary Romance,German,2015,Paperback,643,10.51,21.04,3.2,16
2758,978-719-20716-0,The Midnight Harbor,420,21,Poetry,Spoken Word,English,2016,Paperback,307,5.3,14.34,3.3,64
2759,978-759-32820-0,The Silent Horizon,135,94,Children,Chapter Book,German,1991,eBook,703,6.35,11.64,4.5,67
2760,978-948-61581-4,The Secret Journey,98,61,Children,Picture Book,French,2024,eBook,322,4.0,7.2,4.0,52
2761,978-211-58417-0,The Distant River,437,5,Children,Middle Grade,English,2009,Paperback,475,7.37,14.68,4.0,245
2762,978-483-92636-8,The Wandering Shadow,40,42,Science Fiction,Cyberpunk,Japanese,2002,Hardcover,681,14.3,34.04,4.2,276
2763,978-310-63148-0,The Ancient Chronicle,383,18,Business,Leadership,English,2014,Paperback,768,11.32,21.32,3.8,59
2764,978-910-45637-6,The Silent Horizon,66,23,Romance,Paranormal Romance,Chinese,2009,eBook,646,5.57,10.6,3.9,72
2765,978-585-77384-2,The Broken Flame,38,9,Horror,Supernatural Horror,English,2003,eBook,587,7.13,12.34,4.2,27
2766,978-188-84042-8,The Whispering Garden,464,84,Business,Leadership,French,2001,Paperback,604,7.29,19.23,4.3,243
2767,978-722-55779-3,The Midnight Tide,275,67,Mystery,Noir,Spanish,1994,Audiobook,404,7.7,13.34,4.2,198
2768,978-138-57351-0,The Restless Harbor,182,22,Children,Middle Grade,English,2022,eBook,600,5.72,10.0,4.7,57
2769,978-346-57109-0,The Restless Labyrinth,23,9,Fiction,Literary Fiction,Chinese,2013,eBook,522,3.68,8.68,3.9,52
2770,978-748-13130-4,The Whispering Letter,325,31,Children,Picture Book,Chinese,2000,eBook,485,4.89,9.25,3.2,100
2771,978-554-55970-8,The Forgotten Horizon,283,29,Biography,Celebrity Biography,Spanish,2016,Paperback,339,4.79,11.51,4.5,139
2772,978-784-55690-8,The Scarlet Garden,16,9,Fantasy,Sword & Sorcery,Japanese,2014,Audiobook,365,8.03,19.64,3.8,88
2773,978-613-82639-3,The Endless Garden,357,13,Young Adult,YA Fantasy,English,1995,Audiobook,206,7.19,14.09,3.5,156
2774,978-857-93354-4,The Quiet Tide,265,68,Business,Entrepreneurship,French,1996,eBook,624,3.74,10.31,4.3,150
2775,978-605-63544-0,The Frozen Kingdom,429,76,Fantasy,Urban Fantasy,English,1998,eBook,135,2.23,5.96,4.1,115
2776,978-151-29132-4,The Scarlet Garden,374,29,Cooking,Baking,Portuguese,1993,Audiobook,201,7.48,14.52,3.2,48
2777,978-164-34411-5,The Silent Echo,299,40,Poetry,Contemporary Poetry,English,2019,eBook,325,4.47,7.6,4.3,153
2778,978-798-17192-2,The Silent Journey,33,96,History,Military History,Chinese,1995,Hardcover,218,6.68,18.62,4.9,137
2779,978-134-69863-5,The Hidden Legacy,105,35,Cooking,Healthy Eating,English,2019,Paperback,644,7.13,20.03,4.1,65
2780,978-438-98528-8,The Whispering Flame,150,75,Romance,Paranormal Romance,English,2009,Paperback,208,4.64,12.59,3.8,65
2781,978-114-82955-0,The Fading Orchard,475,84,Young Adult,YA Romance,German,1994,eBook,439,3.21,9.17,3.0,36
2782,978-372-64221-2,The Secret Garden,162,91,Young Adult,YA Contemporary,English,2020,Paperback,632,12.86,22.1,5.0,130
2783,978-635-34022-1,The Restless Legacy,262,97,History,Cultural History,English,1996,Paperback,532,7.91,16.88,3.6,146
2784,978-255-51030-1,The Golden Symphony,444,20,Poetry,Contemporary Poetry,Spanish,2025,Audiobook,534,12.09,23.11,3.1,26
2785,978-519-57860-1,The Quiet Letter,17,96,Cooking,Quick Meals,English,1990,Paperback,360,8.92,19.64,4.0,66
2786,978-995-55040-5,The Secret Tide,333,64,Horror,Supernatural Horror,English,2012,Hardcover,435,15.41,25.72,4.5,190
2787,978-163-26170-0,The Last Chronicle,444,24,History,World History,Chinese,2001,eBook,656,5.25,11.16,4.6,86
